"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UKM00003772","HEATHROW, UK","2001-08-09",,,"57","64","54"
"UKM00003772","HEATHROW, UK","2001-08-10",,,"59","69",
"UKM00003772","HEATHROW, UK","2001-08-11",,,"61",,"51"
"UKM00003772","HEATHROW, UK","2001-08-12","0.07",,"64","68","60"
"UKM00003772","HEATHROW, UK","2001-08-13",,,"69","79","63"
"UKM00003772","HEATHROW, UK","2001-08-14",,,"71","81","63"
"UKM00003772","HEATHROW, UK","2001-08-15",,,"73",,
"UKM00003772","HEATHROW, UK","2001-08-16","0.01",,"65","75",
"UKM00003772","HEATHROW, UK","2001-08-17",,,"64","74","55"
"UKM00003772","HEATHROW, UK","2001-08-18",,,"66","78","60"
"UKM00003772","HEATHROW, UK","2001-08-19","0.75",,"65","73",
"UKM00003772","HEATHROW, UK","2001-08-20",,,"65","73","57"
"UKM00003772","HEATHROW, UK","2001-08-21",,,"65",,"53"
"UKM00003772","HEATHROW, UK","2001-08-22",,,"69","78",
"UKM00003772","HEATHROW, UK","2001-08-23",,,"70","75","62"
"UKM00003772","HEATHROW, UK","2001-08-24",,,"73","83",
"UKM00003772","HEATHROW, UK","2001-08-25",,,"74","89",
"UKM00003772","HEATHROW, UK","2001-08-26","0.27",,"67",,
"UKM00003772","HEATHROW, UK","2001-08-27",,,"64","72","55"
"UKM00003772","HEATHROW, UK","2001-08-28",,,"63","72",
"UKM00003772","HEATHROW, UK","2001-08-29",,,"62","74","51"
"UKM00003772","HEATHROW, UK","2001-08-30","0.05",,"63","68",
"UKM00003772","HEATHROW, UK","2001-08-31","0.36",,"58","66","52"
"UKM00003772","HEATHROW, UK","2001-09-01",,,"60","69","51"
"UKM00003772","HEATHROW, UK","2001-09-02","0.06",,"65","72","60"
"UKM00003772","HEATHROW, UK","2001-09-03",,,"61","68","55"
"UKM00003772","HEATHROW, UK","2001-09-04","0.08",,"58","64","51"
"UKM00003772","HEATHROW, UK","2001-09-05",,,"58","68","46"
"UKM00003772","HEATHROW, UK","2001-09-06",,,"61","67",
"UKM00003772","HEATHROW, UK","2001-09-07",,,"61","70","52"
"UKM00003772","HEATHROW, UK","2001-09-08","0.02",,"60","65",
"UKM00003772","HEATHROW, UK","2001-09-09",,,"54",,"48"
"UKM00003772","HEATHROW, UK","2001-09-10",,,"55","63","47"
"UKM00003772","HEATHROW, UK","2001-09-11",,,"60",,"50"
"UKM00003772","HEATHROW, UK","2001-09-12","0.03",,"59","66",
"UKM00003772","HEATHROW, UK","2001-09-13","0.12",,"55","62","51"
"UKM00003772","HEATHROW, UK","2001-09-14",,,"58","66","52"
"UKM00003772","HEATHROW, UK","2001-09-15",,,"58","66",
"UKM00003772","HEATHROW, UK","2001-09-16","0.06",,"56","63","50"
"UKM00003772","HEATHROW, UK","2001-09-17","0.03",,"53",,"47"
"UKM00003772","HEATHROW, UK","2001-09-18","0.11",,"56",,
"UKM00003772","HEATHROW, UK","2001-09-19","0.16",,"56","58","54"
"UKM00003772","HEATHROW, UK","2001-09-20","0.06",,"57",,"53"
"UKM00003772","HEATHROW, UK","2001-09-21",,,"55","61",
"UKM00003772","HEATHROW, UK","2001-09-22",,,"55","64","45"
"UKM00003772","HEATHROW, UK","2001-09-23",,,"54","60",
"UKM00003772","HEATHROW, UK","2001-09-24","0.03",,"56","64",
"UKM00003772","HEATHROW, UK","2001-09-25",,,"54","63","46"
"UKM00003772","HEATHROW, UK","2001-09-26","0.15",,"55","63","48"
"UKM00003772","HEATHROW, UK","2001-09-27",,,"62","68",
"UKM00003772","HEATHROW, UK","2001-09-28",,,"64",,"53"
"UKM00003772","HEATHROW, UK","2001-09-29","0.56",,"62","67",
"UKM00003772","HEATHROW, UK","2001-09-30",,,"60","63","53"
"UKM00003772","HEATHROW, UK","2001-10-01","0.10",,"62","66","58"
"UKM00003772","HEATHROW, UK","2001-10-02","0.63",,"59",,
"UKM00003772","HEATHROW, UK","2001-10-03",,,"58","67","53"
"UKM00003772","HEATHROW, UK","2001-10-04",,,"58","66","52"
"UKM00003772","HEATHROW, UK","2001-10-05",,,"62","68","57"
"UKM00003772","HEATHROW, UK","2001-10-06","0.24",,"59","64",
"UKM00003772","HEATHROW, UK","2001-10-07","0.75",,"56",,"53"
"UKM00003772","HEATHROW, UK","2001-10-08","0.16",,"55","60",
"UKM00003772","HEATHROW, UK","2001-10-09",,,"56",,
"UKM00003772","HEATHROW, UK","2001-10-10",,,"56",,"46"
"UKM00003772","HEATHROW, UK","2001-10-11","0.06",,"60","65",
"UKM00003772","HEATHROW, UK","2001-10-12",,,"61","72",
"UKM00003772","HEATHROW, UK","2001-10-13",,,"65","74","56"
"UKM00003772","HEATHROW, UK","2001-10-14",,,"61","67","56"
"UKM00003772","HEATHROW, UK","2001-10-15","0.28",,"59","66",
"UKM00003772","HEATHROW, UK","2001-10-16",,,"55",,
"UKM00003772","HEATHROW, UK","2001-10-17",,,"59","67","51"
"UKM00003772","HEATHROW, UK","2001-10-18","0.15",,"59","65",
"UKM00003772","HEATHROW, UK","2001-10-19",,,"58","63","50"
"UKM00003772","HEATHROW, UK","2001-10-20","0.38",,"61","63",
"UKM00003772","HEATHROW, UK","2001-10-21","0.78",,"54",,
"UKM00003772","HEATHROW, UK","2001-10-22",,,"53","62",
"UKM00003772","HEATHROW, UK","2001-10-23","0.23",,"59","64",
"UKM00003772","HEATHROW, UK","2001-10-24","0.22",,"56","62",
"UKM00003772","HEATHROW, UK","2001-10-25",,,"57","62",
"UKM00003772","HEATHROW, UK","2001-10-26","0.26",,"58","62",
"UKM00003772","HEATHROW, UK","2001-10-27",,,"56","62","50"
"UKM00003772","HEATHROW, UK","2001-10-28","0.14",,"54","60",
"UKM00003772","HEATHROW, UK","2001-10-29",,,"54","59","45"
"UKM00003772","HEATHROW, UK","2001-10-30",,,"59","66","54"
"UKM00003772","HEATHROW, UK","2001-10-31",,,"52",,
"UKM00003772","HEATHROW, UK","2001-11-01",,,"47",,"40"
"UKM00003772","HEATHROW, UK","2001-11-02",,,"48","58",
"UKM00003772","HEATHROW, UK","2001-11-03",,,"46","55","38"
"UKM00003772","HEATHROW, UK","2001-11-04","0.06",,"48","54","44"
"UKM00003772","HEATHROW, UK","2001-11-05",,,"46","52",
"UKM00003772","HEATHROW, UK","2001-11-06",,,"53","58","46"
"UKM00003772","HEATHROW, UK","2001-11-07","0.07",,"53","57","49"
"UKM00003772","HEATHROW, UK","2001-11-08","0.50",,"43",,
"UKM00003772","HEATHROW, UK","2001-11-09",,,"38",,"34"
"UKM00003772","HEATHROW, UK","2001-11-10",,,"40","49","31"
"UKM00003772","HEATHROW, UK","2001-11-11",,,"50",,"43"
"UKM00003772","HEATHROW, UK","2001-11-12",,,"49","52","45"
"UKM00003772","HEATHROW, UK","2001-11-13",,,"43",,
"UKM00003772","HEATHROW, UK","2001-11-14",,,"40","47","33"
"UKM00003772","HEATHROW, UK","2001-11-15",,,"40","48","33"
"UKM00003772","HEATHROW, UK","2001-11-16",,,"49","52","42"
"UKM00003772","HEATHROW, UK","2001-11-17","0.03",,"49","50",
"UKM00003772","HEATHROW, UK","2001-11-18","0.03",,"47","49","45"
"UKM00003772","HEATHROW, UK","2001-11-19","0.05",,"46","49",
"UKM00003772","HEATHROW, UK","2001-11-20",,,"46",,"38"
"UKM00003772","HEATHROW, UK","2001-11-21","0.06",,"51","54","46"
"UKM00003772","HEATHROW, UK","2001-11-22","0.08",,"49",,
"UKM00003772","HEATHROW, UK","2001-11-23",,,"39",,
"UKM00003772","HEATHROW, UK","2001-11-24",,,"50","59","42"
"UKM00003772","HEATHROW, UK","2001-11-25",,,"51","58",
"UKM00003772","HEATHROW, UK","2001-11-26",,,"40","47",
"UKM00003772","HEATHROW, UK","2001-11-27",,,"42",,"32"
"UKM00003772","HEATHROW, UK","2001-11-28",,,"44",,
"UKM00003772","HEATHROW, UK","2001-11-29","0.20",,"54",,"47"
"UKM00003772","HEATHROW, UK","2001-11-30","0.14",,"57",,"55"
"UKM00003772","HEATHROW, UK","2001-12-01","0.14",,"51",,
"UKM00003772","HEATHROW, UK","2001-12-02",,,"41","45",
"UKM00003772","HEATHROW, UK","2001-12-03",,,"45",,"39"
"UKM00003772","HEATHROW, UK","2001-12-04",,,"49","52",
"UKM00003772","HEATHROW, UK","2001-12-05","0.28",,"49","58","43"
"UKM00003772","HEATHROW, UK","2001-12-06",,,"44","47","38"
"UKM00003772","HEATHROW, UK","2001-12-07",,,"45","52",
"UKM00003772","HEATHROW, UK","2001-12-08",,,"39","45","35"
"UKM00003772","HEATHROW, UK","2001-12-09",,,"39","45",
"UKM00003772","HEATHROW, UK","2001-12-10",,,"40","47","35"
"UKM00003772","HEATHROW, UK","2001-12-11",,,"37",,"34"
"UKM00003772","HEATHROW, UK","2001-12-12",,,"42","45","35"
"UKM00003772","HEATHROW, UK","2001-12-13",,,"44",,
"UKM00003772","HEATHROW, UK","2001-12-14",,,"36",,
"UKM00003772","HEATHROW, UK","2001-12-15",,,"37",,
"UKM00003772","HEATHROW, UK","2001-12-16",,,"40",,
"UKM00003772","HEATHROW, UK","2001-12-17",,,"38",,"33"
"UKM00003772","HEATHROW, UK","2001-12-18","0.03",,"40","47",
"UKM00003772","HEATHROW, UK","2001-12-19",,,"37",,"29"
"UKM00003772","HEATHROW, UK","2001-12-20",,,"37",,
"UKM00003772","HEATHROW, UK","2001-12-21",,,"40","47","31"
"UKM00003772","HEATHROW, UK","2001-12-22",,,"34",,
"UKM00003772","HEATHROW, UK","2001-12-23",,,"32",,"26"
"UKM00003772","HEATHROW, UK","2001-12-24",,,"44","48","33"
"UKM00003772","HEATHROW, UK","2001-12-25","0.19",,"41",,
"UKM00003772","HEATHROW, UK","2001-12-26",,,"33","38","28"
"UKM00003772","HEATHROW, UK","2001-12-27","0.05",,"43","49","31"
"UKM00003772","HEATHROW, UK","2001-12-28",,,"44","49",
"UKM00003772","HEATHROW, UK","2001-12-29","0.03",,"34","38",
"UKM00003772","HEATHROW, UK","2001-12-30",,,"34","41","28"
"UKM00003772","HEATHROW, UK","2001-12-31",,,"32",,
"UKM00003772","HEATHROW, UK","2002-01-01",,,"30","39","22"
"UKM00003772","HEATHROW, UK","2002-01-02",,,"32","40",
"UKM00003772","HEATHROW, UK","2002-01-03",,,"32",,
"UKM00003772","HEATHROW, UK","2002-01-04",,,"32",,"26"
"UKM00003772","HEATHROW, UK","2002-01-05","0.03",,"45",,"36"
"UKM00003772","HEATHROW, UK","2002-01-06","0.06",,"45","47",
"UKM00003772","HEATHROW, UK","2002-01-07","0.05",,"41",,
"UKM00003772","HEATHROW, UK","2002-01-08","0.03",,"39",,
"UKM00003772","HEATHROW, UK","2002-01-09",,,"38","42",
"UKM00003772","HEATHROW, UK","2002-01-10","0.10",,"42","46",
"UKM00003772","HEATHROW, UK","2002-01-11",,,"37",,
"UKM00003772","HEATHROW, UK","2002-01-12",,,"43",,"35"
"UKM00003772","HEATHROW, UK","2002-01-13",,,"49","52","45"
"UKM00003772","HEATHROW, UK","2002-01-14","0.06",,"50",,"48"
"UKM00003772","HEATHROW, UK","2002-01-15","0.19",,"45",,
"UKM00003772","HEATHROW, UK","2002-01-16",,,"41","49","31"
"UKM00003772","HEATHROW, UK","2002-01-17","0.12",,"47","50",
"UKM00003772","HEATHROW, UK","2002-01-18",,,"41",,"33"
"UKM00003772","HEATHROW, UK","2002-01-19",,,"46",,
"UKM00003772","HEATHROW, UK","2002-01-20","0.11",,"51",,"42"
"UKM00003772","HEATHROW, UK","2002-01-21","0.05",,"52",,
"UKM00003772","HEATHROW, UK","2002-01-22","0.07",,"48",,
"UKM00003772","HEATHROW, UK","2002-01-23","0.19",,"50","54",
"UKM00003772","HEATHROW, UK","2002-01-24","0.11",,"48",,
"UKM00003772","HEATHROW, UK","2002-01-25",,,"44",,"34"
"UKM00003772","HEATHROW, UK","2002-01-26","0.59",,"51","54",
"UKM00003772","HEATHROW, UK","2002-01-27","0.20",,"51",,"45"
"UKM00003772","HEATHROW, UK","2002-01-28","0.19",,"52",,
"UKM00003772","HEATHROW, UK","2002-01-29",,,"52","57","48"
"UKM00003772","HEATHROW, UK","2002-01-30","0.03",,"52","56",
"UKM00003772","HEATHROW, UK","2002-01-31","0.06",,"48","53","42"
"UKM00003772","HEATHROW, UK","2002-02-01","0.14",,"53",,"44"
"UKM00003772","HEATHROW, UK","2002-02-02","0.06",,"54","56",
"UKM00003772","HEATHROW, UK","2002-02-03","0.20",,"49",,
"UKM00003772","HEATHROW, UK","2002-02-04","0.71",,"47",,
"UKM00003772","HEATHROW, UK","2002-02-05","0.19",,"50","55",
"UKM00003772","HEATHROW, UK","2002-02-06","0.06",,"44","49",
"UKM00003772","HEATHROW, UK","2002-02-07",,,"44",,"33"
"UKM00003772","HEATHROW, UK","2002-02-08","0.06",,"53","56","50"
"UKM00003772","HEATHROW, UK","2002-02-09","0.03",,"51",,
"UKM00003772","HEATHROW, UK","2002-02-10","0.07",,"49","54","44"
"UKM00003772","HEATHROW, UK","2002-02-11","0.11",,"55",,"52"
"UKM00003772","HEATHROW, UK","2002-02-12","0.06",,"53","56",
"UKM00003772","HEATHROW, UK","2002-02-13",,,"46","51",
"UKM00003772","HEATHROW, UK","2002-02-14",,,"41",,
"UKM00003772","HEATHROW, UK","2002-02-15",,,"39","48",
"UKM00003772","HEATHROW, UK","2002-02-16",,,"41","50",
"UKM00003772","HEATHROW, UK","2002-02-17",,,"38","46",
"UKM00003772","HEATHROW, UK","2002-02-18","0.02",,"44","49",
"UKM00003772","HEATHROW, UK","2002-02-19",,,"48","53","42"
"UKM00003772","HEATHROW, UK","2002-02-20","0.39",,"48",,
"UKM00003772","HEATHROW, UK","2002-02-21","0.06",,"40",,
"UKM00003772","HEATHROW, UK","2002-02-22","0.04",,"50",,
"UKM00003772","HEATHROW, UK","2002-02-23","0.05",,"42","46",
"UKM00003772","HEATHROW, UK","2002-02-24",,,"42",,"33"
"UKM00003772","HEATHROW, UK","2002-02-25","0.12",,"51","55","48"
"UKM00003772","HEATHROW, UK","2002-02-26","0.24",,"49","54",
"UKM00003772","HEATHROW, UK","2002-02-27","0.11",,"42","49","36"
"UKM00003772","HEATHROW, UK","2002-02-28",,,"43",,
"UKM00003772","HEATHROW, UK","2002-03-01",,,"38","46","31"
"UKM00003772","HEATHROW, UK","2002-03-02",,,"40",,
"UKM00003772","HEATHROW, UK","2002-03-03",,,"45","51","38"
"UKM00003772","HEATHROW, UK","2002-03-04",,,"46","48",
"UKM00003772","HEATHROW, UK","2002-03-05",,,"46",,"39"
"UKM00003772","HEATHROW, UK","2002-03-06","0.06",,"49","54",
"UKM00003772","HEATHROW, UK","2002-03-07",,,"53","58",
"UKM00003772","HEATHROW, UK","2002-03-08",,,"51","58","41"
"UKM00003772","HEATHROW, UK","2002-03-09","0.03",,"45","54",
"UKM00003772","HEATHROW, UK","2002-03-10",,,"46","53","36"
"UKM00003772","HEATHROW, UK","2002-03-11","0.01",,"50","56","46"
"UKM00003772","HEATHROW, UK","2002-03-12","0.01",,"49","54","41"
"UKM00003772","HEATHROW, UK","2002-03-13",,,"43",,"41"
"UKM00003772","HEATHROW, UK","2002-03-14",,,"41","44",
"UKM00003772","HEATHROW, UK","2002-03-15","0.28",,"44","47","39"
"UKM00003772","HEATHROW, UK","2002-03-16","0.08",,"50","59","43"
"UKM00003772","HEATHROW, UK","2002-03-17","0.32",,"51","57","47"
"UKM00003772","HEATHROW, UK","2002-03-18","0.34",,"49","53","46"
"UKM00003772","HEATHROW, UK","2002-03-19",,,"50","54","44"
"UKM00003772","HEATHROW, UK","2002-03-20","0.16",,"53","56",
"UKM00003772","HEATHROW, UK","2002-03-21",,,"54","61",
"UKM00003772","HEATHROW, UK","2002-03-22",,,"53","59","46"
"UKM00003772","HEATHROW, UK","2002-03-23",,,"48","55",
"UKM00003772","HEATHROW, UK","2002-03-24",,,"46",,"38"
"UKM00003772","HEATHROW, UK","2002-03-25",,,"49","58","38"
"UKM00003772","HEATHROW, UK","2002-03-26",,,"48","54",
"UKM00003772","HEATHROW, UK","2002-03-27",,,"45","54","36"
"UKM00003772","HEATHROW, UK","2002-03-28",,,"47",,
"UKM00003772","HEATHROW, UK","2002-03-29",,,"50","62","37"
"UKM00003772","HEATHROW, UK","2002-03-30",,,"51","63","40"
"UKM00003772","HEATHROW, UK","2002-03-31",,,"50","54","44"
"UKM00003772","HEATHROW, UK","2002-04-01",,,"53","59",
"UKM00003772","HEATHROW, UK","2002-04-02",,,"56",,"45"
"UKM00003772","HEATHROW, UK","2002-04-03",,,"59","69",
"UKM00003772","HEATHROW, UK","2002-04-04",,,"54","67",
"UKM00003772","HEATHROW, UK","2002-04-05",,,"52","63","43"
"UKM00003772","HEATHROW, UK","2002-04-06",,,"48",,
"UKM00003772","HEATHROW, UK","2002-04-07",,,"47","55","40"
"UKM00003772","HEATHROW, UK","2002-04-08",,,"48","57","40"
"UKM00003772","HEATHROW, UK","2002-04-09",,,"45","51",
"UKM00003772","HEATHROW, UK","2002-04-10",,,"47",,"41"
"UKM00003772","HEATHROW, UK","2002-04-11",,,"47",,
"UKM00003772","HEATHROW, UK","2002-04-12",,,"47","56","38"
"UKM00003772","HEATHROW, UK","2002-04-13","0.06",,"45","52","38"
"UKM00003772","HEATHROW, UK","2002-04-14",,,"45","54","34"
"UKM00003772","HEATHROW, UK","2002-04-15",,,"49",,
"UKM00003772","HEATHROW, UK","2002-04-16",,,"49","61","37"
"UKM00003772","HEATHROW, UK","2002-04-17",,,"50","61","40"
"UKM00003772","HEATHROW, UK","2002-04-18","0.06",,"48","57","41"
"UKM00003772","HEATHROW, UK","2002-04-19",,,"50","58","42"
"UKM00003772","HEATHROW, UK","2002-04-20",,,"52","64","39"
"UKM00003772","HEATHROW, UK","2002-04-21",,,"57","68","44"
"UKM00003772","HEATHROW, UK","2002-04-22",,,"58",,
"UKM00003772","HEATHROW, UK","2002-04-23",,,"60","73","48"
"UKM00003772","HEATHROW, UK","2002-04-24",,,"58","72","49"
"UKM00003772","HEATHROW, UK","2002-04-25",,,"56","64","49"
"UKM00003772","HEATHROW, UK","2002-04-26","0.33",,"51","59",
"UKM00003772","HEATHROW, UK","2002-04-27","0.06",,"49",,"42"
"UKM00003772","HEATHROW, UK","2002-04-28","0.39","3.1","51","60",
"UKM00003772","HEATHROW, UK","2002-04-29","0.04",,"50","60","42"
"UKM00003772","HEATHROW, UK","2002-04-30","0.67",,"49","54",
"UKM00003772","HEATHROW, UK","2002-05-01",,,"51","60","44"
"UKM00003772","HEATHROW, UK","2002-05-02",,,"50","60","40"
"UKM00003772","HEATHROW, UK","2002-05-03",,,"50","62","42"
"UKM00003772","HEATHROW, UK","2002-05-04",,,"49","57","41"
"UKM00003772","HEATHROW, UK","2002-05-05",,,"47","54",
"UKM00003772","HEATHROW, UK","2002-05-06","0.05",,"52","61","44"
"UKM00003772","HEATHROW, UK","2002-05-07","0.22",,"53","62",
"UKM00003772","HEATHROW, UK","2002-05-08",,"3.1","51",,
"UKM00003772","HEATHROW, UK","2002-05-09",,,"52","56",
"UKM00003772","HEATHROW, UK","2002-05-10",,,"56","62",
"UKM00003772","HEATHROW, UK","2002-05-11",,,"57","63","53"
"UKM00003772","HEATHROW, UK","2002-05-12",,,"55",,
"UKM00003772","HEATHROW, UK","2002-05-13","0.30",,"54",,"51"
"UKM00003772","HEATHROW, UK","2002-05-14","0.14",,"56",,"51"
"UKM00003772","HEATHROW, UK","2002-05-15",,,"58","67",
"UKM00003772","HEATHROW, UK","2002-05-16",,,"64","77","47"
"UKM00003772","HEATHROW, UK","2002-05-17",,,"64","74",
"UKM00003772","HEATHROW, UK","2002-05-18","0.19",,"58","66",
"UKM00003772","HEATHROW, UK","2002-05-19",,,"60",,"53"
"UKM00003772","HEATHROW, UK","2002-05-20",,,"60","66","55"
"UKM00003772","HEATHROW, UK","2002-05-21","0.49",,"59","65","55"
"UKM00003772","HEATHROW, UK","2002-05-22","0.24",,"58","65",
"UKM00003772","HEATHROW, UK","2002-05-23","0.06",,"58","65",
"UKM00003772","HEATHROW, UK","2002-05-24","0.28",,"56","64","51"
"UKM00003772","HEATHROW, UK","2002-05-25","0.03",,"55","62","50"
"UKM00003772","HEATHROW, UK","2002-05-26","0.36",,"51","56",
"UKM00003772","HEATHROW, UK","2002-05-27","0.18",,"53","64","42"
"UKM00003772","HEATHROW, UK","2002-05-28","0.05",,"54","61","49"
"UKM00003772","HEATHROW, UK","2002-05-29","0.05",,"56","64","50"
"UKM00003772","HEATHROW, UK","2002-05-30",,,"55","63","50"
"UKM00003772","HEATHROW, UK","2002-05-31",,,"58","68","47"
"UKM00003772","HEATHROW, UK","2002-06-01",,,"61","73","50"
"UKM00003772","HEATHROW, UK","2002-06-02",,,"67","80","53"
"UKM00003772","HEATHROW, UK","2002-06-03","0.05",,"60",,
"UKM00003772","HEATHROW, UK","2002-06-04","0.03",,"55","62","49"
"UKM00003772","HEATHROW, UK","2002-06-05","0.82",,"55","56",
"UKM00003772","HEATHROW, UK","2002-06-06","0.38",,"60","63","54"
"UKM00003772","HEATHROW, UK","2002-06-07","0.06",,"57","60",
"UKM00003772","HEATHROW, UK","2002-06-08",,,"58",,"50"
"UKM00003772","HEATHROW, UK","2002-06-09",,,"56","60",
"UKM00003772","HEATHROW, UK","2002-06-10","0.23",,"56","63","51"
"UKM00003772","HEATHROW, UK","2002-06-11","0.02",,"56","65",
"UKM00003772","HEATHROW, UK","2002-06-12","0.00",,"58","64","52"
"UKM00003772","HEATHROW, UK","2002-06-13","0.11",,"59","67","51"
"UKM00003772","HEATHROW, UK","2002-06-14",,,"65",,"58"
"UKM00003772","HEATHROW, UK","2002-06-15",,,"62",,
"UKM00003772","HEATHROW, UK","2002-06-16","0.05",,"63","69","58"
"UKM00003772","HEATHROW, UK","2002-06-17",,,"69","80","58"
"UKM00003772","HEATHROW, UK","2002-06-18",,,"64",,
"UKM00003772","HEATHROW, UK","2002-06-19",,,"60",,"52"
"UKM00003772","HEATHROW, UK","2002-06-20",,,"62","72","57"
"UKM00003772","HEATHROW, UK","2002-06-21","0.05",,"60","71","54"
"UKM00003772","HEATHROW, UK","2002-06-22","0.15",,"62","67","55"
"UKM00003772","HEATHROW, UK","2002-06-23",,,"61","69","52"
"UKM00003772","HEATHROW, UK","2002-06-24",,,"62","72",
"UKM00003772","HEATHROW, UK","2002-06-25",,,"61","68","49"
"UKM00003772","HEATHROW, UK","2002-06-26",,,"63","75","51"
"UKM00003772","HEATHROW, UK","2002-06-27",,,"59",,
"UKM00003772","HEATHROW, UK","2002-06-28",,,"58","65",
"UKM00003772","HEATHROW, UK","2002-06-29",,,"58","67","47"
"UKM00003772","HEATHROW, UK","2002-06-30",,,"59","69","51"
"UKM00003772","HEATHROW, UK","2002-07-01","0.12",,"58","65","53"
"UKM00003772","HEATHROW, UK","2002-07-02","0.06",,"57","66","51"
"UKM00003772","HEATHROW, UK","2002-07-03","0.55",,"57",,"52"
"UKM00003772","HEATHROW, UK","2002-07-04",,,"59",,"50"
"UKM00003772","HEATHROW, UK","2002-07-05","0.24",,"60",,
"UKM00003772","HEATHROW, UK","2002-07-06","0.23",,"61",,"55"
"UKM00003772","HEATHROW, UK","2002-07-07","0.05",,"61","69","57"
"UKM00003772","HEATHROW, UK","2002-07-08","0.02",,"62","66",
"UKM00003772","HEATHROW, UK","2002-07-09","0.05",,"62","71",
"UKM00003772","HEATHROW, UK","2002-07-10","0.00",,"58","66","51"
"UKM00003772","HEATHROW, UK","2002-07-11","0.06",,"59","68","51"
"UKM00003772","HEATHROW, UK","2002-07-12","0.00",,"58","63","51"
"UKM00003772","HEATHROW, UK","2002-07-13",,,"63","73","52"
"UKM00003772","HEATHROW, UK","2002-07-14",,,"66","77",
"UKM00003772","HEATHROW, UK","2002-07-15",,,"69",,
"UKM00003772","HEATHROW, UK","2002-07-16",,,"69","78","61"
"UKM00003772","HEATHROW, UK","2002-07-17",,,"64","71",
"UKM00003772","HEATHROW, UK","2002-07-18",,,"65","74","59"
"UKM00003772","HEATHROW, UK","2002-07-19",,,"65","76",
"UKM00003772","HEATHROW, UK","2002-07-20",,,"64","74",
"UKM00003772","HEATHROW, UK","2002-07-21",,,"60","68","53"
"UKM00003772","HEATHROW, UK","2002-07-22",,,"62","72","51"
"UKM00003772","HEATHROW, UK","2002-07-23",,,"64","69",
"UKM00003772","HEATHROW, UK","2002-07-24",,,"64","69","59"
"UKM00003772","HEATHROW, UK","2002-07-25",,,"64",,
"UKM00003772","HEATHROW, UK","2002-07-26",,,"70","82",
"UKM00003772","HEATHROW, UK","2002-07-27",,,"69",,"60"
"UKM00003772","HEATHROW, UK","2002-07-28",,,"74","85","63"
"UKM00003772","HEATHROW, UK","2002-07-29","0.17",,"76","90","64"
"UKM00003772","HEATHROW, UK","2002-07-30","0.00",,"71","78","66"
"UKM00003772","HEATHROW, UK","2002-07-31","0.59",,"65","71",
"UKM00003772","HEATHROW, UK","2002-08-01",,,"62","70","55"
"UKM00003772","HEATHROW, UK","2002-08-02",,,"64","74",
"UKM00003772","HEATHROW, UK","2002-08-03","0.23",,"62","67",
"UKM00003772","HEATHROW, UK","2002-08-04","0.67",,"61",,"55"
"UKM00003772","HEATHROW, UK","2002-08-05","0.04",,"62","70",
"UKM00003772","HEATHROW, UK","2002-08-06","0.05",,"67","75",
"UKM00003772","HEATHROW, UK","2002-08-07",,,"68","80",
"UKM00003772","HEATHROW, UK","2002-08-08","0.15",,"62","69",
"UKM00003772","HEATHROW, UK","2002-08-09","0.36",,"61","67","57"
"UKM00003772","HEATHROW, UK","2002-08-10",,,"62","72",
"UKM00003772","HEATHROW, UK","2002-08-11",,,"62",,"57"
"UKM00003772","HEATHROW, UK","2002-08-12",,,"65","73","59"
"UKM00003772","HEATHROW, UK","2002-08-13",,,"67","78","56"
"UKM00003772","HEATHROW, UK","2002-08-14",,,"69","78",
"UKM00003772","HEATHROW, UK","2002-08-15",,,"72","83","62"
"UKM00003772","HEATHROW, UK","2002-08-16",,,"70","81",
"UKM00003772","HEATHROW, UK","2002-08-17",,,"72","86","60"
"UKM00003772","HEATHROW, UK","2002-08-18",,,"70",,
"UKM00003772","HEATHROW, UK","2002-08-19","0.06",,"70","78","64"
"UKM00003772","HEATHROW, UK","2002-08-20",,,"66","74","62"
"UKM00003772","HEATHROW, UK","2002-08-21",,,"65","74",
"UKM00003772","HEATHROW, UK","2002-08-22",,,"65","74",
"UKM00003772","HEATHROW, UK","2002-08-23","0.06",,"65","74","58"
"UKM00003772","HEATHROW, UK","2002-08-24",,,"66","74",
"UKM00003772","HEATHROW, UK","2002-08-25","0.06",,"64","71",
"UKM00003772","HEATHROW, UK","2002-08-26",,,"59",,"55"
"UKM00003772","HEATHROW, UK","2002-08-27",,,"64","72",
"UKM00003772","HEATHROW, UK","2002-08-28",,,"65","75","58"
"UKM00003772","HEATHROW, UK","2002-08-29",,,"65","76","57"
"UKM00003772","HEATHROW, UK","2002-08-30",,,"67","73",
"UKM00003772","HEATHROW, UK","2002-08-31",,,"62",,
"UKM00003772","HEATHROW, UK","2002-09-01","0.00",,"59","70",
"UKM00003772","HEATHROW, UK","2002-09-02","0.00",,"62","73",
"UKM00003772","HEATHROW, UK","2002-09-03","0.00",,"65","75",
"UKM00003772","HEATHROW, UK","2002-09-04","0.00",,"62","74",
"UKM00003772","HEATHROW, UK","2002-09-05",,,"63",,"55"
"UKM00003772","HEATHROW, UK","2002-09-06","0.07",,"65","73","60"
"UKM00003772","HEATHROW, UK","2002-09-07","0.03",,"61","70",
"UKM00003772","HEATHROW, UK","2002-09-08",,,"59","69",
"UKM00003772","HEATHROW, UK","2002-09-09",,,"57",,"53"
